,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
248,Apocalypse Now,1979,R,15 Aug 1979,147 min,"Drama, Mystery, War",Francis Ford Coppola,"John Milius, Francis Ford Coppola, Michael Herr (narration)","Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"English, French, Vietnamese",USA,Won 2 Oscars. Another 19 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BMDdhODg0MjYtYzBiOS00ZmI5LWEwZGYtZDEyNDU4MmQyNzFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,8.4,"594,202",tt0078788,movie,N/A,N/A,Zoetrope Studios,N/A,True,,
249,Breaking Away,1979,PG,20 Jul 1979,101 min,"Comedy, Drama, Romance, Sport",Peter Yates,Steve Tesich,"Dennis Christopher, Dennis Quaid, Daniel Stern, Jackie Earle Haley",A small-town boy obsessed with the Italian cycling team vies for the affections of a college girl.,"English, Italian, French",USA,Won 1 Oscar. Another 10 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNzgyOWE0ZTMtNDNmZi00ZjVlLWJhYTktZWFjNjJkODdkMzE5XkEyXkFqcGdeQXVyMjgxMzgyNjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.7,"21,413",tt0078902,movie,N/A,N/A,Twentieth Century Fox,N/A,True,,
250,Kramer vs. Kramer,1979,PG,19 Dec 1979,105 min,Drama,Robert Benton,"Avery Corman (from the novel by), Robert Benton (written for the screen by)","Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry","Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",English,USA,Won 5 Oscars. Another 34 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BNDM3YjNlYmMtOGY3NS00MmRjLWIyY2UtNDA0MWM3OTNlZTY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.8,"129,704",tt0079417,movie,N/A,N/A,Columbia Pictures Corporation,N/A,True,,
251,La Cage aux Folles,1978,R,30 Mar 1979,97 min,Comedy,Édouard Molinaro,"Jean Poiret (play), Francis Veber (screenplay), Édouard Molinaro (screenplay), Marcello Danon (screenplay), Jean Poiret (screenplay)","Ugo Tognazzi, Michel Serrault, Claire Maurier, Rémi Laurent","The manager of a Saint-Tropez nightclub featuring drag entertainment, and his star attraction, are a gay couple. Madness ensues when his straight son brings home a fiancée and her ultra-conservative parents to meet them.",French,"France, Italy",Nominated for 3 Oscars. Another 5 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNzBiZTQyNWUtYTg5NC00ZDViLTg1ZmUtOGMxMzg4ZWVhMDgyXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.3,"9,492",tt0077288,movie,N/A,N/A,N/A,N/A,True,,
252,The Elephant Man,1980,PG,10 Oct 1980,124 min,"Biography, Drama",David Lynch,"Christopher De Vore (screenplay), Eric Bergren (screenplay), David Lynch (screenplay), Frederick Treves (book), Ashley Montagu (in part on the book ""The Elephant Man: A Study in Human Dignity"")","Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud","A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.","English, French","USA, UK",Nominated for 8 Oscars. Another 10 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.1,"215,252",tt0080678,movie,N/A,N/A,Paramount,N/A,True,,
253,Ordinary People,1980,R,19 Sep 1980,124 min,Drama,Robert Redford,"Judith Guest (novel), Alvin Sargent (screenplay)","Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton","The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",English,USA,Won 4 Oscars. Another 15 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.7,"45,745",tt0081283,movie,N/A,N/A,"Paramount Pictures, Wildwood Enterprises",N/A,True,,
254,Raging Bull,1980,R,19 Dec 1980,129 min,"Biography, Drama, Sport",Martin Scorsese,"Jake LaMotta (based on the book by), Joseph Carter (with), Peter Savage (with), Paul Schrader (screenplay), Mardik Martin (screenplay)","Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",English,USA,Won 2 Oscars. Another 22 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,8.2,"314,429",tt0081398,movie,N/A,N/A,"United Artists, Chartoff-Winkler Productions",N/A,True,,
255,The Stunt Man,1980,R,27 Jun 1980,131 min,"Action, Comedy, Drama, Romance, Thriller",Richard Rush,"Lawrence B. Marcus (screenplay), Richard Rush (adaptation), Paul Brodeur (novel)","Peter O'Toole, Steve Railsback, Barbara Hershey, Allen Garfield","A fugitive stumbles on a movie set just when they need a new stunt man, takes the job as a way to hide out and falls for the leading lady.",English,USA,Nominated for 3 Oscars. Another 4 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BOTg2ODgzZGUtNGE4MC00ZjJlLWFjOWYtNDcxNWExYTM2MzI2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.0,"8,532",tt0081568,movie,N/A,N/A,20th Century Fox,N/A,True,,
256,Tess,1979,PG,12 Dec 1980,186 min,"Drama, Romance",Roman Polanski,"Gérard Brach (screenplay), Roman Polanski (screenplay), John Brownjohn (screenplay), Thomas Hardy (novel)","John Collin, Tony Church, Nastassja Kinski, Brigid Erin Bates",A strong-willed young peasant girl attracts the affection of two men.,English,"UK, France",Won 3 Oscars. Another 13 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMWM1YjgwOTMtM2IzMi00ZGE2LWI3YzAtMjZmNjBhNGU4ZTcyXkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.3,"14,920",tt0080009,movie,N/A,N/A,Burrill Productions,N/A,True,,
257,Atlantic City,1980,R,03 Apr 1981,104 min,"Crime, Drama, Romance",Louis Malle,John Guare,"Burt Lancaster, Susan Sarandon, Kate Reid, Michel Piccoli","In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.","English, French","France, Canada",Nominated for 5 Oscars. Another 25 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BYThhZmI4ZjYtYzZlZS00NWRlLWJkZmMtNGVlMzIyNmE1ZjU1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.3,"14,737",tt0080388,movie,N/A,N/A,Paramount,N/A,True,,
258,Chariots of Fire,1981,PG,09 Apr 1982,125 min,"Biography, Drama, Sport",Hugh Hudson,Colin Welland (original screenplay),"Nicholas Farrell, Nigel Havers, Ian Charleson, Ben Cross","Two British track athletes, one a determined Jew, and the other a devout Christian, compete in the 1924 Olympics.","English, French",UK,Won 4 Oscars. Another 13 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BZjNlNDFmM2ItMDE0Zi00MWNiLTljOWQtZGQ1YTQ2ZWUzZDU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.2,"53,675",tt0082158,movie,N/A,N/A,"Warner Brothers, Allied Stars",N/A,True,,
259,On Golden Pond,1981,PG,12 Feb 1982,109 min,Drama,Mark Rydell,"Ernest Thompson (screenplay), Ernest Thompson (based on his play)","Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon","Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",English,USA,Won 3 Oscars. Another 11 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BNWQ4MGZlZmYtZjY0MS00N2JhLWE0NmMtOTMwMTk4NDQ4NjE2XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.6,"27,108",tt0082846,movie,N/A,N/A,Universal Pictures,N/A,True,,
260,Raiders of the Lost Ark,1981,PG,12 Jun 1981,115 min,"Action, Adventure",Steven Spielberg,"Lawrence Kasdan (screenplay by), George Lucas (story by), Philip Kaufman (story by)","Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.","English, German, Hebrew, Spanish, Arabic, Nepali",USA,Won 4 Oscars. Another 31 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.4,"866,806",tt0082971,movie,N/A,N/A,"Paramount Pictures, Lucasfilm Ltd.",N/A,True,,
261,Reds,1981,PG,25 Dec 1981,195 min,"Biography, Drama, History, Romance",Warren Beatty,"Warren Beatty, Trevor Griffiths","Warren Beatty, Diane Keaton, Edward Herrmann, Jerzy Kosinski","A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States.","English, Russian, German, French, Finnish, Italian",USA,Won 3 Oscars. Another 19 wins & 37 nominations.,https://m.media-amazon.com/images/M/MV5BYWU5NjA2OWItMjc3MS00NDk4LWJhYzEtMzczMGU4MDk5OTUwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.3,"20,384",tt0082979,movie,N/A,N/A,Paramount Pictures,N/A,True,,
262,Das Boot,1981,R,10 Feb 1982,149 min,"Adventure, Drama, Thriller, War",Wolfgang Petersen,"Wolfgang Petersen (screenplay), Lothar G. Buchheim (novel)","Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch","The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",German,West Germany,Nominated for 6 Oscars. Another 13 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNGRmOWY0MGUtNTVhMy00NzRlLTljNDAtNTBiNTRlODgxNmY2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.3,"227,189",tt0082096,movie,N/A,N/A,"Bavaria Film, Westdeutscher Rundfunk, Radiant Productions",N/A,True,,
263,E.T. the Extra-Terrestrial,1982,PG,11 Jun 1982,115 min,"Family, Sci-Fi",Steven Spielberg,Melissa Mathison,"Dee Wallace, Henry Thomas, Peter Coyote, Robert MacNaughton",A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,English,USA,Won 4 Oscars. Another 48 wins & 36 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.8,"364,246",tt0083866,movie,N/A,N/A,Universal Pictures,N/A,True,,
264,Gandhi,1982,PG,25 Feb 1983,191 min,"Biography, Drama, History",Richard Attenborough,John Briley,"Ben Kingsley, Rohini Hattangadi, Roshan Seth, Candice Bergen",The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,English,"UK, India",Won 8 Oscars. Another 27 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMzJiZDRmOWUtYjE2MS00Mjc1LTg1ZDYtNTQxYWJkZTg1OTM4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,8.0,"215,519",tt0083987,movie,N/A,N/A,"International Film Investors, Carolina Bank, Indo-British, Goldcrest Films International",N/A,True,,
265,Tootsie,1982,PG,17 Dec 1982,116 min,"Comedy, Drama, Romance",Sydney Pollack,"Don McGuire (story by), Larry Gelbart (story by), Larry Gelbart (screenplay by), Murray Schisgal (screenplay by)","Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman","Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",English,USA,Won 1 Oscar. Another 24 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BMTY4MGJjMTktNGM4Ni00ODliLWJlYjQtNjc4NmY2NjQ3NzEzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.4,"96,194",tt0084805,movie,N/A,N/A,"Punch Productions, Columbia Pictures Corporation",N/A,True,,
266,The Verdict,1982,R,17 Dec 1982,129 min,Drama,Sidney Lumet,"Barry Reed (based upon the novel by), David Mamet (screenplay)","Paul Newman, Charlotte Rampling, Jack Warden, James Mason",A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,English,USA,Nominated for 5 Oscars. Another 3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTU5MzMwMzAzM15BMl5BanBnXkFtZTcwNjYyMjA0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.7,"34,952",tt0084855,movie,N/A,N/A,Twentieth Century Fox,N/A,True,,
267,The Dresser,1983,PG,06 Dec 1983,118 min,Drama,Peter Yates,"Ronald Harwood (screenplay), Ronald Harwood (based on a play by)","Albert Finney, Tom Courtenay, Edward Fox, Zena Walker",Personal assistant Norman struggles to get deteriorating veteran actor Sir through a difficult performance of King Lear.,English,UK,Nominated for 5 Oscars. Another 5 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BYzc5NmIxNjItN2NjZC00Yzc2LWJjZDQtMjM2OWQwZDIzZmI2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.6,"4,714",tt0085461,movie,N/A,N/A,"Columbia Pictures Corporation, Goldcrest Films International",N/A,True,,
268,Fanny,1961,Not Rated,28 Jun 1961,134 min,"Drama, Romance",Joshua Logan,"S.N. Behrman (play), Joshua Logan (play), Marcel Pagnol (from the Marseilles trilogy by), Julius J. Epstein (screenplay)","Leslie Caron, Horst Buchholz, Maurice Chevalier, Charles Boyer","A love triangle between a young woman, a rich 60-something man and an aspiring sailor set in early 20th century Marseilles.",English,USA,Nominated for 5 Oscars. Another 1 win & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMzE0ZTA2OTMtOTMyZi00MmIxLWJjYzItZGU1NjMzMDNkYTExXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",N/A,6.9,"1,902",tt0054866,movie,N/A,N/A,Warner Bros.,N/A,True,,
269,Silkwood,1983,R,27 Jan 1984,131 min,"Biography, Drama, History, Thriller",Mike Nichols,"Nora Ephron, Alice Arlen","Meryl Streep, Kurt Russell, Cher, Craig T. Nelson","A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.",English,USA,Nominated for 5 Oscars. Another 2 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMGQ0N2U0YzMtNWIxYi00NWVhLWI3OTYtNTE5YjU0YTQwMGYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.2,"17,912",tt0086312,movie,N/A,N/A,ABC Productions,N/A,True,,
270,Tender Mercies,1983,PG,10 Jun 1983,92 min,"Drama, Music",Bruce Beresford,Horton Foote,"Robert Duvall, Tess Harper, Betty Buckley, Wilford Brimley","A broken-down, middle-aged country singer gets a new wife, reaches out to his long-lost daughter, and tries to put his troubled life back together.",English,USA,Won 2 Oscars. Another 7 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMDNiOTgzNDItODI2Ni00YjAxLTk2ZWMtNjJhNDY0ZTY1ZTgzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.4,"9,167",tt0086423,movie,N/A,N/A,EMI Films Ltd.,N/A,True,,
271,Terms of Endearment,1983,PG,09 Dec 1983,132 min,"Comedy, Drama",James L. Brooks,"Larry McMurtry (based on the novel by), James L. Brooks (screenplay)","Shirley MacLaine, Debra Winger, Jack Nicholson, Danny DeVito","Follows hard-to-please Aurora looking for love, and her daughter's family problems.",English,USA,Won 5 Oscars. Another 27 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTk0ODM4NDk0MF5BMl5BanBnXkFtZTgwMTEzMDUxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.4,"54,090",tt0086425,movie,N/A,N/A,Paramount Pictures,N/A,True,,
272,Amadeus,1984,R,19 Sep 1984,160 min,"Biography, Drama, History, Music",Milos Forman,"Peter Shaffer (original stage play), Peter Shaffer (original screenplay)","F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.","English, Italian, Latin, German","USA, France, Czechoslovakia, Italy",Won 8 Oscars. Another 35 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,8.3,"362,759",tt0086879,movie,N/A,N/A,AMLF,N/A,True,,
273,Broadway Danny Rose,1984,PG,27 Jan 1984,84 min,Comedy,Woody Allen,Woody Allen,"Woody Allen, Mia Farrow, Nick Apollo Forte, Sandy Baron","In his attempts to reconcile a lounge singer with his mistress, a hapless talent agent is mistaken as her lover by a jealous gangster.","English, Italian, Yiddish",USA,Nominated for 2 Oscars. Another 3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTkwMDQ4MjMwNF5BMl5BanBnXkFtZTcwNTM4OTYwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.4,"23,443",tt0087003,movie,N/A,N/A,Orion Pictures,N/A,True,,
274,The Killing Fields,1984,R,01 Feb 1985,141 min,"Biography, Drama, History, War",Roland Joffé,Bruce Robinson (screenplay),"Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.","English, French, Khmer, Russian",UK,Won 3 Oscars. Another 25 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BMGI0NzI5YjAtNTg0MS00NDA2LWE5ZWItODRmOTAxOTAxYjg2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.8,"50,786",tt0087553,movie,N/A,N/A,"Goldcrest Films International, Enigma Productions, International Film Investors",N/A,True,,
275,A Passage to India,1984,PG,01 Feb 1985,164 min,"Adventure, Drama, History",David Lean,"E.M. Forster (by), E.M. Forster (based on the novel by), Santha Rama Rau (and the play by), David Lean (screenplay)","Judy Davis, Victor Banerjee, Peggy Ashcroft, James Fox","Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.","English, Hindi","UK, USA",Won 2 Oscars. Another 20 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BNzc0M2EwNWMtZDc1Zi00OGE2LThmMDItNTY5MDQ5ZDQ3ZTBmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,"16,629",tt0087892,movie,N/A,N/A,EMI Films Ltd.,N/A,True,,
276,Places in the Heart,1984,PG,05 Oct 1984,111 min,Drama,Robert Benton,Robert Benton,"Sally Field, Lindsay Crouse, Ed Harris, Amy Madigan","In central Texas in the 1930s, a widow, with two small children, tries to run her small 40-acre farm with the help of two disparate people.",English,USA,Won 2 Oscars. Another 11 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNGQwODc1NTctYTAzMS00M2YyLTgwNzMtNGY1MDE4MjE4YzY5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.4,"10,049",tt0087921,movie,N/A,N/A,"TriStar Pictures, Delphi II",N/A,True,,
277,Kiss of the Spider Woman,1985,R,26 Jul 1985,120 min,Drama,Hector Babenco,"Manuel Puig (based on the novel by), Leonard Schrader","William Hurt, Raul Julia, Sônia Braga, José Lewgoy",A gay man and a political prisoner are together in a prison. The gay man narrates the stories of two fake movies and his own life.,"English, French, Portuguese, German","Brazil, USA",Won 1 Oscar. Another 12 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTUzOTg0MDEwOV5BMl5BanBnXkFtZTcwNTg1OTM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.4,"13,846",tt0089424,movie,N/A,N/A,N/A,N/A,True,,
278,Out of Africa,1985,PG,20 Dec 1985,161 min,"Biography, Drama, Romance",Sydney Pollack,"Karen Blixen (based upon the following: ""Out of Africa"" and other writings by), Judith Thurman (based upon the following: ""Isak Dinesen: The Life of a Story Teller"" by), Errol Trzebinski (based upon the following: ""Silence Will Speak"" by), Kurt Luedtke (screenplay by)","Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen","In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.","English, Swahili","USA, UK",Won 7 Oscars. Another 23 wins & 27 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5Y2NiZWQtZGY4YS00NDI4LThhM2ItMDdhYzFlNzY1NmM0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.2,"71,312",tt0089755,movie,N/A,N/A,Universal Pictures,N/A,True,,
